date,cycle,FF,FF_lo,FF_hi,FG,FG_lo,FG_hi,LAB,LAB_lo,LAB_hi,PD,PD_lo,PD_hi,WP,WP_lo,WP_hi,OTH,OTH_lo,OTH_hi,GP,GP_lo,GP_hi,DL,DL_lo,DL_hi,SF,SF_lo,SF_hi,SD,SD_lo,SD_hi,SPBP,SPBP_lo,SPBP_hi,AU,AU_lo,AU_hi
1996-09-17,1992-1997,0.4658,0.4335,0.4939,0.2413,0.2143,0.2695,0.1246,0.0968,0.1602,0.0589,0.042,0.078,0,0,0,0.0591,0.0309,0.0969,0.0324,0.0222,0.045,0.0179,0.0106,0.0267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-09-18,1992-1997,0.466,0.4345,0.4941,0.2414,0.2142,0.2698,0.1249,0.0953,0.1603,0.0588,0.0416,0.0776,0,0,0,0.0586,0.0313,0.0954,0.0324,0.0226,0.045,0.0179,0.0107,0.0265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-09-19,1992-1997,0.4656,0.4335,0.4933,0.2414,0.21560000000000001,0.2689,0.1252,0.098,0.1589,0.0588,0.0426,0.0774,0,0,0,0.0587,0.0324,0.0932,0.0324,0.0226,0.0446,0.0178,0.0107,0.0263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-09-20,1992-1997,0.4657,0.4354,0.4928,0.2412,0.2158,0.2659,0.1254,0.0988,0.1576,0.0588,0.0427,0.0766,0,0,0,0.0585,0.0339,0.0916,0.0324,0.0226,0.0439,0.0179,0.0108,0.0263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-09-21,1992-1997,0.4658,0.4364,0.4926,0.2411,0.2171,0.2651,0.1258,0.1004,0.1588,0.0588,0.0431,0.0764,0,0,0,0.0582,0.0344,0.0882,0.0324,0.023,0.0445,0.0179,0.0108,0.0261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-09-22,1992-1997,0.4661,0.4389,0.4925,0.2411,0.2176,0.2647,0.126,0.1021,0.1551,0.0587,0.0433,0.0756,0,0,0,0.0578,0.0364,0.0853,0.0325,0.0229,0.0444,0.0179,0.0108,0.0262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-09-23,1992-1997,0.4662,0.4401,0.4914,0.2411,0.2193,0.2651,0.126,0.103,0.1538,0.0587,0.0439,0.075,0,0,0,0.0577,0.0376,0.082,0.0325,0.0233,0.0439,0.0179,0.0108,0.0262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-09-24,1992-1997,0.4665,0.4428,0.4906,0.2411,0.218,0.264,0.126,0.1039,0.1524,0.0586,0.044,0.075,0,0,0,0.0573,0.0376,0.0783,0.0325,0.0234,0.0438,0.0179,0.0111,0.0262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-09-25,1992-1997,0.4668,0.444,0.49,0.2412,0.2198,0.2637,0.1261,0.1044,0.1498,0.0585,0.0449,0.0739,0,0,0,0.0569,0.0401,0.0753,0.0325,0.0234,0.0428,0.0179,0.0112,0.0254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-09-26,1992-1997,0.4671,0.4418,0.4918,0.2409,0.2185,0.2632,0.1257,0.1042,0.1498,0.0588,0.0448,0.075,0,0,0,0.057,0.0389,0.078,0.0326,0.0232,0.0428,0.0179,0.0111,0.0257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-09-27,1992-1997,0.4672,0.4425,0.4914,0.2404,0.2177,0.2628,0.1254,0.1039,0.1511,0.0589,0.0449,0.0747,0,0,0,0.0575,0.0383,0.0828,0.0326,0.0233,0.043,0.018,0.0108,0.0257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-09-28,1992-1997,0.4673,0.4415,0.4915,0.24,0.2176,0.262,0.1251,0.103,0.1506,0.0591,0.0447,0.0751,0,0,0,0.0578,0.0375,0.082,0.0326,0.0232,0.0435,0.018,0.011,0.0258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-09-29,1992-1997,0.4676,0.4421,0.4932,0.2397,0.2169,0.262,0.1246,0.1018,0.1506,0.0594,0.0447,0.0762,0,0,0,0.0579,0.0372,0.0829,0.0327,0.0232,0.044,0.0181,0.0112,0.0261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-09-30,1992-1997,0.4678,0.4424,0.494,0.2392,0.2166,0.2616,0.1243,0.1011,0.1511,0.0595,0.0455,0.0763,0,0,0,0.0583,0.0373,0.087,0.0328,0.023,0.0446,0.0181,0.0111,0.0259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-10-01,1992-1997,0.4678,0.4407,0.4935,0.2389,0.2165,0.2618,0.124,0.0999,0.1523,0.0597,0.0456,0.0758,0,0,0,0.0587,0.0369,0.0863,0.0328,0.0229,0.0438,0.0181,0.0112,0.0264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-10-02,1992-1997,0.4679,0.4404,0.4932,0.2386,0.2158,0.2615,0.1238,0.1007,0.1521,0.0599,0.0453,0.0755,0,0,0,0.0588,0.0382,0.0857,0.0328,0.0228,0.044,0.0182,0.0113,0.0263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-10-03,1992-1997,0.4681,0.4404,0.4929,0.2383,0.2161,0.2592,0.1233,0.1006,0.1501,0.06,0.0455,0.0759,0,0,0,0.0591,0.0386,0.0868,0.0329,0.0229,0.0439,0.0182,0.0113,0.0266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-10-04,1992-1997,0.4682,0.4409,0.493,0.2379,0.2154,0.2599,0.123,0.1012,0.1517,0.0602,0.0457,0.0762,0,0,0,0.0594,0.0384,0.0885,0.033,0.023,0.0435,0.0183,0.0114,0.0267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-10-05,1992-1997,0.4685,0.4417,0.4931,0.2375,0.2141,0.2582,0.1226,0.0998,0.1492,0.0604,0.0451,0.0765,0,0,0,0.0597,0.0383,0.0862,0.0331,0.0235,0.0442,0.0183,0.0113,0.0265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-10-06,1992-1997,0.4688,0.4422,0.4932,0.2369,0.2136,0.2579,0.1223,0.099,0.1484,0.0605,0.0456,0.0761,0,0,0,0.0599,0.0396,0.0868,0.0331,0.0239,0.0442,0.0184,0.0115,0.0267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-10-07,1992-1997,0.469,0.4433,0.4931,0.2366,0.2128,0.2576,0.1218,0.099,0.1476,0.0607,0.0466,0.0762,0,0,0,0.0603,0.0403,0.0854,0.0332,0.0236,0.0442,0.0184,0.0114,0.0265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-10-08,1992-1997,0.4694,0.4442,0.4932,0.2362,0.2129,0.2564,0.1212,0.0991,0.1449,0.0609,0.0477,0.0761,0,0,0,0.0606,0.0418,0.0848,0.0333,0.0239,0.0439,0.0185,0.0116,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-10-09,1992-1997,0.4699,0.4456,0.4933,0.2358,0.2139,0.2558,0.1208,0.0999,0.1432,0.061,0.0474,0.0757,0,0,0,0.0606,0.0429,0.0818,0.0334,0.0237,0.044,0.0185,0.0117,0.0265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-10-10,1992-1997,0.4701,0.4473,0.4927,0.2355,0.2132,0.2542,0.1203,0.1002,0.1415,0.0612,0.0476,0.0755,0,0,0,0.0609,0.0442,0.0787,0.0334,0.024,0.044,0.0185,0.0118,0.0267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-10-11,1992-1997,0.4696,0.4454,0.4935,0.2357,0.2133,0.2553,0.12,0.0989,0.1425,0.0617,0.048,0.0774,0,0,0,0.061,0.0427,0.0816,0.0334,0.024,0.0442,0.0185,0.0116,0.0262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-10-12,1992-1997,0.4689,0.4438,0.4943,0.2358,0.2127,0.2566,0.1202,0.0983,0.1429,0.0621,0.0481,0.0782,0,0,0,0.061,0.0406,0.0833,0.0334,0.0239,0.0449,0.0184,0.0117,0.0269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-10-13,1992-1997,0.4685,0.4413,0.4936,0.2359,0.2127,0.2574,0.1202,0.0981,0.1441,0.0625,0.0482,0.0792,0,0,0,0.0612,0.0404,0.0882,0.0333,0.024,0.0452,0.0184,0.0118,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-10-14,1992-1997,0.468,0.4392,0.4935,0.2361,0.2125,0.2575,0.12,0.0975,0.1463,0.0629,0.0478,0.0805,0,0,0,0.0614,0.0391,0.09,0.0332,0.0236,0.0448,0.0183,0.0117,0.0267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-10-15,1992-1997,0.4676,0.4394,0.4941,0.2363,0.2113,0.2588,0.1199,0.097,0.1458,0.0632,0.0483,0.0805,0,0,0,0.0615,0.0384,0.0924,0.0331,0.0232,0.0452,0.0183,0.0113,0.0269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-10-16,1992-1997,0.4671,0.4372,0.49370000000000003,0.2365,0.2107,0.2595,0.1199,0.094,0.1473,0.0637,0.0477,0.0815,0,0,0,0.0615,0.0379,0.0945,0.0331,0.0232,0.0456,0.0183,0.0115,0.0272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-10-17,1992-1997,0.4665,0.435,0.4942,0.2366,0.2106,0.2586,0.1201,0.0947,0.1494,0.0641,0.0478,0.0833,0,0,0,0.0614,0.0374,0.0967,0.033,0.023,0.0456,0.0182,0.0111,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-10-18,1992-1997,0.4661,0.4359,0.4947,0.2367,0.2112,0.2595,0.1201,0.0937,0.1496,0.0644,0.0481,0.0847,0,0,0,0.0615,0.0365,0.0976,0.033,0.0224,0.0455,0.0182,0.0112,0.0266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-10-19,1992-1997,0.4659,0.4342,0.4935,0.237,0.2113,0.2598,0.12,0.0934,0.1505,0.0647,0.0477,0.0849,0,0,0,0.0614,0.0349,0.0992,0.033,0.0224,0.0457,0.0181,0.0113,0.0266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-10-20,1992-1997,0.4655,0.4342,0.4947,0.2373,0.2129,0.2609,0.1199,0.0931,0.1517,0.0651,0.048,0.0851,0,0,0,0.0612,0.0345,0.1011,0.0329,0.0225,0.0458,0.018,0.0113,0.0269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-10-21,1992-1997,0.4652,0.4338,0.4941,0.2374,0.2107,0.2614,0.1199,0.0935,0.151,0.0656,0.0481,0.0856,0,0,0,0.0612,0.0345,0.1017,0.0328,0.0223,0.0451,0.018,0.0112,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-10-22,1992-1997,0.4647,0.4336,0.4933,0.2375,0.2109,0.262,0.1198,0.0943,0.1527,0.0661,0.0487,0.0872,0,0,0,0.0613,0.0344,0.1049,0.0327,0.0222,0.0452,0.018,0.0112,0.0272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-10-23,1992-1997,0.4643,0.4322,0.4934,0.2378,0.21,0.2625,0.1197,0.0926,0.1524,0.0665,0.0488,0.0889,0,0,0,0.0611,0.0336,0.1031,0.0327,0.0222,0.0453,0.0179,0.011,0.0272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-10-24,1992-1997,0.4639,0.4307,0.4942,0.238,0.2115,0.2628,0.1194,0.092,0.1522,0.067,0.0487,0.089,0,0,0,0.0612,0.0341,0.1069,0.0325,0.0222,0.0455,0.0178,0.0109,0.0271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-10-25,1992-1997,0.4636,0.4314,0.4945,0.2384,0.2114,0.2638,0.1192,0.0918,0.15310000000000001,0.0673,0.0491,0.0894,0,0,0,0.0613,0.0342,0.1074,0.0324,0.0222,0.0454,0.0177,0.0108,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-10-26,1992-1997,0.4632,0.4293,0.4942,0.2385,0.2107,0.2649,0.119,0.0906,0.1533,0.0678,0.0493,0.0899,0,0,0,0.0614,0.0329,0.108,0.0324,0.0222,0.0454,0.0177,0.0106,0.0271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-10-27,1992-1997,0.4628,0.4304,0.4942,0.2387,0.2093,0.2648,0.1189,0.0894,0.153,0.0682,0.0499,0.0909,0,0,0,0.0614,0.0324,0.1085,0.0323,0.0219,0.0457,0.0176,0.0105,0.0267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-10-28,1992-1997,0.4623,0.4302,0.4939,0.2391,0.2102,0.2645,0.1187,0.0901,0.1529,0.0685,0.0498,0.0918,0,0,0,0.0616,0.0324,0.1081,0.0322,0.0218,0.0454,0.0175,0.0105,0.0268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-10-29,1992-1997,0.462,0.4296,0.4945,0.2393,0.2103,0.2656,0.1186,0.0889,0.1534,0.0689,0.0494,0.0912,0,0,0,0.0615,0.0314,0.1076,0.0321,0.0214,0.045,0.0175,0.0106,0.0267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-10-30,1992-1997,0.4617,0.4286,0.4942,0.2395,0.2102,0.2666,0.1187,0.0882,0.1521,0.0692,0.0498,0.0936,0,0,0,0.0614,0.0304,0.1105,0.0322,0.0208,0.0453,0.0174,0.0106,0.0264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-10-31,1992-1997,0.4612,0.4264,0.4949,0.2397,0.2109,0.2684,0.1186,0.0875,0.1526,0.0696,0.0504,0.0935,0,0,0,0.0615,0.0309,0.1139,0.032,0.0209,0.0451,0.0174,0.0106,0.0263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-11-01,1992-1997,0.4609,0.4265,0.4943,0.2398,0.2111,0.2671,0.1186,0.0886,0.1555,0.07,0.0495,0.0938,0,0,0,0.0615,0.0304,0.1162,0.0319,0.0208,0.0456,0.0173,0.0106,0.0261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-11-02,1992-1997,0.4605,0.4268,0.4932,0.2399,0.2103,0.2664,0.1186,0.0889,0.1537,0.0704,0.0506,0.0944,0,0,0,0.0616,0.031,0.1126,0.0318,0.0205,0.0453,0.0172,0.0105,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-11-03,1992-1997,0.4602,0.4251,0.4932,0.2399,0.2101,0.2666,0.1186,0.0903,0.1533,0.0708,0.0508,0.0943,0,0,0,0.0617,0.0305,0.1125,0.0317,0.0208,0.0457,0.0172,0.0106,0.0256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-11-04,1992-1997,0.4597,0.4238,0.4921,0.24,0.2103,0.2672,0.1187,0.0886,0.1546,0.0713,0.0513,0.0955,0,0,0,0.0616,0.0299,0.1124,0.0315,0.0205,0.0446,0.0171,0.0106,0.0257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-11-05,1992-1997,0.4595,0.4227,0.4911,0.2402,0.2114,0.2669,0.1184,0.0886,0.1543,0.0718,0.0513,0.0949,0,0,0,0.0616,0.0301,0.1167,0.0315,0.0201,0.0448,0.017,0.0105,0.0251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-11-06,1992-1997,0.4591,0.4237,0.4919,0.2404,0.2116,0.2678,0.1184,0.0874,0.1538,0.0722,0.0521,0.0957,0,0,0,0.0614,0.0294,0.1105,0.0314,0.0202,0.0448,0.017,0.0104,0.0251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-11-07,1992-1997,0.4588,0.4242,0.4917,0.2405,0.2114,0.2693,0.1184,0.0875,0.1534,0.0728,0.052,0.0957,0,0,0,0.0613,0.029,0.1096,0.0314,0.0203,0.0441,0.0169,0.0105,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-11-08,1992-1997,0.4585,0.425,0.4925,0.2408,0.2118,0.268,0.118,0.0881,0.153,0.0732,0.0531,0.096,0,0,0,0.0613,0.0308,0.1108,0.0313,0.0207,0.0442,0.0169,0.0103,0.0248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-11-09,1992-1997,0.4581,0.4239,0.4914,0.2411,0.2126,0.268,0.1178,0.0894,0.1533,0.0738,0.0534,0.0979,0,0,0,0.0613,0.0302,0.112,0.0312,0.0204,0.0443,0.0167,0.0103,0.0246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-11-10,1992-1997,0.4576,0.423,0.4904,0.2413,0.2125,0.2672,0.1178,0.0896,0.1514,0.0744,0.0536,0.0978,0,0,0,0.0611,0.0293,0.109,0.0312,0.0204,0.0443,0.0167,0.0103,0.0245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-11-11,1992-1997,0.4573,0.4226,0.4909,0.2415,0.2139,0.2683,0.1176,0.0896,0.1529,0.0751,0.0548,0.0988,0,0,0,0.061,0.0306,0.1109,0.031,0.0205,0.0438,0.0166,0.0103,0.0244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-11-12,1992-1997,0.457,0.4234,0.4901,0.2418,0.215,0.267,0.1173,0.089,0.1512,0.0754,0.0552,0.0981,0,0,0,0.061,0.0308,0.1073,0.0309,0.0208,0.0436,0.0165,0.0103,0.0241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-11-13,1992-1997,0.4566,0.4225,0.4899,0.2419,0.2149,0.2678,0.1173,0.0894,0.1504,0.076,0.0562,0.0993,0,0,0,0.061,0.031,0.10780000000000001,0.0308,0.0208,0.0437,0.0165,0.0105,0.0237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-11-14,1992-1997,0.4563,0.4224,0.4892,0.2421,0.2157,0.2679,0.1172,0.09,0.1519,0.0764,0.0573,0.0989,0,0,0,0.0609,0.0307,0.107,0.0307,0.0208,0.0435,0.0164,0.0106,0.0234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-11-15,1992-1997,0.4561,0.4229,0.4883,0.2424,0.2159,0.2675,0.117,0.0896,0.1497,0.0768,0.0575,0.0993,0,0,0,0.0607,0.0316,0.1074,0.0306,0.0207,0.0432,0.0163,0.0105,0.0232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-11-16,1992-1997,0.4558,0.4239,0.4896,0.2426,0.2162,0.2679,0.1168,0.0905,0.149,0.0774,0.0579,0.1003,0,0,0,0.0607,0.0317,0.1049,0.0305,0.0208,0.043,0.0162,0.0103,0.0231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-11-17,1992-1997,0.4557,0.4242,0.4878,0.2427,0.2172,0.2675,0.1166,0.0909,0.15,0.0778,0.058,0.0997,0,0,0,0.0607,0.0317,0.1038,0.0304,0.0209,0.0425,0.0161,0.0104,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-11-18,1992-1997,0.4555,0.4243,0.4866,0.2427,0.2185,0.2667,0.1163,0.091,0.1473,0.0783,0.0589,0.0998,0,0,0,0.0608,0.033,0.1034,0.0303,0.021,0.042,0.016,0.0103,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-11-19,1992-1997,0.4551,0.4238,0.4848,0.2431,0.2199,0.2672,0.116,0.091,0.1463,0.0789,0.0602,0.1002,0,0,0,0.0608,0.033,0.1047,0.0302,0.0208,0.0417,0.016,0.0103,0.0227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-11-20,1992-1997,0.4548,0.4236,0.4833,0.2433,0.2205,0.2659,0.1159,0.0928,0.1443,0.0794,0.0611,0.1009,0,0,0,0.0606,0.033,0.1008,0.0301,0.0208,0.0416,0.0159,0.0103,0.0224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-11-21,1992-1997,0.4545,0.4248,0.4829,0.2435,0.2202,0.2654,0.1159,0.0924,0.1441,0.0798,0.0628,0.1005,0,0,0,0.0605,0.0345,0.0978,0.03,0.0206,0.0413,0.0158,0.0103,0.0223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-11-22,1992-1997,0.4543,0.4254,0.4825,0.2439,0.2219,0.2651,0.1154,0.0932,0.142,0.0802,0.0624,0.0994,0,0,0,0.0604,0.0355,0.0948,0.0299,0.0207,0.0408,0.0158,0.0104,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-11-23,1992-1997,0.4542,0.4264,0.479,0.244,0.2219,0.2654,0.1152,0.0937,0.1403,0.0808,0.0639,0.0994,0,0,0,0.0603,0.0369,0.0911,0.0298,0.0209,0.0404,0.0157,0.0104,0.0217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-11-24,1992-1997,0.454,0.4279,0.4782,0.2442,0.2235,0.2654,0.1153,0.0944,0.1403,0.0813,0.0651,0.0989,0,0,0,0.0599,0.0369,0.0876,0.0297,0.021,0.0397,0.0156,0.0104,0.0211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-11-25,1992-1997,0.454,0.4296,0.4778,0.2443,0.2241,0.2648,0.1152,0.0942,0.1378,0.0816,0.0661,0.0992,0,0,0,0.0599,0.0384,0.0864,0.0295,0.0211,0.0394,0.0156,0.0103,0.0212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-11-26,1992-1997,0.4539,0.4283,0.4768,0.2444,0.224,0.2637,0.1148,0.0952,0.1371,0.0822,0.0667,0.0991,0,0,0,0.0598,0.0399,0.0843,0.0293,0.0212,0.0384,0.0155,0.0102,0.0211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-11-27,1992-1997,0.4538,0.4298,0.4767,0.2446,0.2254,0.2644,0.1146,0.096,0.1359,0.0826,0.068,0.0984,0,0,0,0.0598,0.0411,0.0823,0.0291,0.0213,0.0375,0.0154,0.0103,0.0207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-11-28,1992-1997,0.4537,0.4314,0.4749,0.245,0.2267,0.2639,0.1142,0.0962,0.1334,0.083,0.0692,0.0975,0,0,0,0.0598,0.043,0.0778,0.029,0.0213,0.0375,0.0154,0.0104,0.0205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-11-29,1992-1997,0.4533,0.4317,0.4738,0.2452,0.2265,0.2643,0.1139,0.0962,0.1333,0.0842,0.0695,0.099,0,0,0,0.0592,0.0419,0.0785,0.0288,0.0213,0.0378,0.0154,0.0104,0.0203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-11-30,1992-1997,0.4531,0.4321,0.4739,0.2456,0.2271,0.2645,0.1134,0.0959,0.1329,0.0855,0.0703,0.1008,0,0,0,0.0583,0.0413,0.0789,0.0287,0.0212,0.0374,0.0153,0.0101,0.0205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-12-01,1992-1997,0.4528,0.431,0.4735,0.2459,0.2269,0.265,0.113,0.0959,0.1322,0.0867,0.0712,0.1032,0,0,0,0.0575,0.0404,0.0788,0.0287,0.021,0.0374,0.0153,0.0103,0.0204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-12-02,1992-1997,0.4525,0.4298,0.4743,0.2462,0.2272,0.2655,0.1127,0.0952,0.1323,0.0879,0.0722,0.1045,0,0,0,0.0568,0.0389,0.0766,0.0286,0.0212,0.0371,0.0154,0.0102,0.0209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-12-03,1992-1997,0.4523,0.4304,0.4729,0.2465,0.2276,0.2658,0.1122,0.0957,0.1308,0.0891,0.0726,0.1071,0,0,0,0.056,0.0385,0.0761,0.0285,0.0213,0.0367,0.0153,0.0102,0.0206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-12-04,1992-1997,0.4521,0.4301,0.4716,0.2468,0.2285,0.2662,0.1118,0.0949,0.1296,0.0904,0.0742,0.1074,0,0,0,0.0551,0.0387,0.0746,0.0285,0.0212,0.0366,0.0153,0.0102,0.0206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-12-05,1992-1997,0.4518,0.4303,0.4723,0.247,0.2282,0.2654,0.1114,0.0951,0.1285,0.0917,0.0749,0.1095,0,0,0,0.0543,0.0389,0.0715,0.0284,0.0211,0.0362,0.0153,0.0102,0.0206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-12-06,1992-1997,0.4519,0.4316,0.4715,0.2473,0.2301,0.2656,0.111,0.0956,0.1278,0.0929,0.0749,0.1114,0,0,0,0.0533,0.0393,0.068,0.0283,0.0209,0.0361,0.0153,0.0101,0.0208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-12-07,1992-1997,0.4502,0.4297,0.4701,0.2472,0.2287,0.2655,0.1113,0.0944,0.1294,0.0934,0.0749,0.1143,0,0,0,0.0542,0.0388,0.0719,0.0285,0.0212,0.0367,0.0152,0.0102,0.0206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-12-08,1992-1997,0.4485,0.4263,0.4694,0.247,0.2273,0.2654,0.1115,0.0941,0.1309,0.0937,0.0755,0.1154,0,0,0,0.0556,0.0387,0.0759,0.0286,0.0211,0.0375,0.0151,0.0102,0.0207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-12-09,1992-1997,0.4469,0.4242,0.469,0.2469,0.2278,0.2664,0.1116,0.093,0.1297,0.0941,0.0753,0.1165,0,0,0,0.0567,0.0387,0.0784,0.0287,0.0212,0.0374,0.015,0.0101,0.0204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-12-10,1992-1997,0.4453,0.4217,0.4676,0.2467,0.2269,0.2665,0.1118,0.0925,0.1322,0.0946,0.0753,0.1178,0,0,0,0.0579,0.0389,0.082,0.0288,0.021,0.0382,0.015,0.0099,0.0206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-12-11,1992-1997,0.4438,0.4185,0.4663,0.2466,0.2273,0.2665,0.1119,0.0934,0.1336,0.095,0.0751,0.1185,0,0,0,0.0588,0.0392,0.0834,0.0289,0.0211,0.0383,0.0149,0.0098,0.0205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-12-12,1992-1997,0.442,0.4181,0.4661,0.2467,0.2271,0.2677,0.1121,0.0928,0.134,0.0955,0.075,0.1194,0,0,0,0.0599,0.0401,0.0825,0.029,0.0209,0.0385,0.0148,0.0099,0.0201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
